X,ID,Accepted.Symbol,Symbol,Scientific.Name,Common.Name,Genus,Family,Family.Common.Name,Duration,Growth.Habit,Native.Status,Invasive,FunGrp1,FunGrp2,FunGrp,Updated
10581,5030,GAANA2,GAANA2,Galium angustifolium ssp. angustifolium,narrowleaf bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
10582,5031,GAANB,GAANB,Galium angustifolium ssp. borregoense,Borrego bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
10583,5032,GAANF,GAANF,Galium angustifolium ssp. foliosum,narrowleaf bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
10588,5035,GAANJ,GAANJ,Galium angustifolium ssp. jacinticum,San Jacinto bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
10589,5036,GAANN,GAANN,Galium angustifolium ssp. nudicaule,narrowleaf bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
709,5010,GAAR,GAAR,Gaillardia aristata,blanketflower,Gaillardia,Asteraceae,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10553,5039,GAAR3,GAAR3,Galium argense,Argus bedstraw,Galium,Rubiaceae,Madder family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10547,5045,GACAC,GACAC,Galium californicum ssp. californicum,California bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
10549,5046,GACAF,GACAF,Galium californicum ssp. flaccidum,California bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
10565,5047,GACAL,GACAL,Galium californicum ssp. luciense,Cone Peak bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
10554,5050,GACAP,GACAP,Galium californicum ssp. primum,California bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
10555,5051,GACAS,GACAS,Galium californicum ssp. sierrae,El Dorado bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
640,5154,GALI4,GALI4,Gazania linearis,treasureflower,Gazania,Asteraceae,Aster family,Perennial,Forb/herb,L48 (I),,Perennial,Forb,Perennial Forb,
10646,5081,GAME3,GAME3,Galium mexicanum,Mexican bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Vine, Forb/herb","L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10645,5082,GAMEA2,GAMEA2,Galium mexicanum ssp. asperulum,Mexican bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Vine, Forb/herb","L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10644,5083,GAMO,GAMO,Galium mollugo,false baby's breath,Galium,Rubiaceae,Madder family,Perennial,Forb/herb,"L48 (I), CAN (I), GL (I), SPM (I)",,Perennial,Forb,Perennial Forb,
10639,5089,GANU,GANU,Galium nuttallii,climbing bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Shrub, Subshrub, Vine",L48 (N),,Perennial,Forb,Perennial Forb,
10638,5090,GANUI,GANUI,Galium nuttallii ssp. insulare,climbing bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Shrub, Subshrub, Vine",L48 (N),,Perennial,Forb,Perennial Forb,
10637,5091,GANUN,GANUN,Galium nuttallii ssp. nuttallii,climbing bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Shrub, Subshrub, Vine",L48 (N),,Perennial,Forb,Perennial Forb,
10635,5092,GAOR,GAOR,Galium oreganum,Oregon bedstraw,Galium,Rubiaceae,Madder family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
57,5014,GAPU80,GAPU80,Galenia pubescens,coastal galenia,Galenia,Aizoaceae,Fig-marigold family,Perennial,Forb/herb,L48 (I),,Perennial,Forb,Perennial Forb,
10599,5099,GASA2,GASA2,Galium saxatile,heath bedstraw,Galium,Rubiaceae,Madder family,Perennial,Forb/herb,"L48 (I), CAN (I), SPM (I)",,Perennial,Forb,Perennial Forb,
10600,5100,GASC2,GASC2,Galium schultesii,Schultes' bedstraw,Galium,Rubiaceae,Madder family,Perennial,Forb/herb,L48 (I),,Perennial,Forb,Perennial Forb,
10609,5110,GATR2,GATR2,Galium trifidum,threepetal bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Vine, Forb/herb","L48 (N), AK (N), CAN (N), GL (N), SPM (N)",,Perennial,Forb,Perennial Forb,
10610,5113,GATR3,GATR3,Galium triflorum,fragrant bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Vine","L48 (N), AK (N), CAN (N), GL (I?), SPM (N)",,Perennial,Forb,Perennial Forb,
10612,5111,GATRC,GATRC,Galium trifidum ssp. columbianum,threepetal bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Vine, Forb/herb","L48 (N), AK (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10613,5112,GATRS2,GATRS2,Galium trifidum ssp. subbiflorum,threepetal bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Vine, Forb/herb","L48 (N), AK (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10614,5114,GAVE,GAVE,Galium verum,Yellow Spring bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Vine, Forb/herb","L48 (I), CAN (I), GL (I)",,Perennial,Forb,Perennial Forb,
10615,5115,GAVEV,GAVEV,Galium verum var. verum,Yellow Spring bedstraw,Galium,Rubiaceae,Madder family,Perennial,"Forb/herb, Vine","L48 (I), CAN (I), GL (I)",,Perennial,Forb,Perennial Forb,
5676,5163,GEAF,GEAF,Gentiana affinis,pleated gentian,Gentiana,Gentianaceae,Gentian family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10234,5214,GEAL3,GEAL3,Geum aleppicum,yellow avens,Geum,Rosaceae,Rose family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,Perennial,Forb,Perennial Forb,
5681,5164,GECA,GECA,Gentiana calycosa,Rainier pleated gentian,Gentiana,Gentianaceae,Gentian family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
5709,5186,GECA4,GECA4,Geranium californicum,California cranesbill,Geranium,Geraniaceae,Geranium family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
5710,5192,GEHO5,GEHO5,Geranium homeanum,Australasian geranium,Geranium,Geraniaceae,Geranium family,Perennial,Forb/herb,"L48 (I), HI (I)",,Perennial,Forb,Perennial Forb,
10223,5215,GEMA4,GEMA4,Geum macrophyllum,largeleaf avens,Geum,Rosaceae,Rose family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N), SPM (N)",,Perennial,Forb,Perennial Forb,
10227,5216,GEMAM,GEMAM,Geum macrophyllum var. macrophyllum,largeleaf avens,Geum,Rosaceae,Rose family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N), SPM (N)",,Perennial,Forb,Perennial Forb,
10232,5217,GEMAP,GEMAP,Geum macrophyllum var. perincisum,largeleaf avens,Geum,Rosaceae,Rose family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,Perennial,Forb,Perennial Forb,
5645,5166,GENE,GENE,Gentiana newberryi,alpine gentian,Gentiana,Gentianaceae,Gentian family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
5643,5167,GENEN,GENEN,Gentiana newberryi var. newberryi,alpine gentian,Gentiana,Gentianaceae,Gentian family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
5640,5168,GENET,GENET,Gentiana newberryi var. tiogana,Tioga gentian,Gentiana,Gentianaceae,Gentian family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
5704,5195,GEOR2,GEOR2,Geranium oreganum,Oregon geranium,Geranium,Geraniaceae,Geranium family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
5716,5196,GEPA5,GEPA5,Geranium palmatum,Canary Island geranium,Geranium,Geraniaceae,Geranium family,Perennial,Forb/herb,L48 (I),,Perennial,Forb,Perennial Forb,
5665,5169,GEPL6,GEPL6,Gentiana plurisetosa,bristly gentian,Gentiana,Gentianaceae,Gentian family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
5713,5197,GEPO,GEPO,Geranium potentilloides,cinquefoil geranium,Geranium,Geraniaceae,Geranium family,Perennial,Forb/herb,L48 (I),,Perennial,Forb,Perennial Forb,
5722,5199,GEPY,GEPY,Geranium pyrenaicum,hedgerow geranium,Geranium,Geraniaceae,Geranium family,Perennial,Forb/herb,"L48 (I), CAN (I)",,Perennial,Forb,Perennial Forb,
5715,5200,GERE,GERE,Geranium retrorsum,New Zealand geranium,Geranium,Geraniaceae,Geranium family,Perennial,Forb/herb,"L48 (I), HI (I)",,Perennial,Forb,Perennial Forb,
5701,5201,GERI,GERI,Geranium richardsonii,Richardson's geranium,Geranium,Geraniaceae,Geranium family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
5684,5171,GESC,GESC,Gentiana sceptrum,king's scepter gentian,Gentiana,Gentianaceae,Gentian family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
5661,5172,GESE2,GESE2,Gentiana setigera,Mendocino gentian,Gentiana,Gentianaceae,Gentian family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
5703,5207,GESO,GESO,Geranium solanderi,Solander's geranium,Geranium,Geraniaceae,Geranium family,Perennial,Forb/herb,L48 (I),,Perennial,Forb,Perennial Forb,
10169,5218,GETR,GETR,Geum triflorum,old man's whiskers,Geum,Rosaceae,Rose family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10210,5220,GETRC2,GETRC2,Geum triflorum var. ciliatum,old man's whiskers,Geum,Rosaceae,Rose family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10214,5219,GETRC3,GETRC3,Geum triflorum var. canescens,old man's whiskers,Geum,Rosaceae,Rose family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
784,5183,GEVI,GEVI,Geraea viscida,sticky desertsunflower,Geraea,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
8963,5229,GIAU2,GIAU2,Gilia austrooccidentalis,southwestern gilia,Gilia,Polemoniaceae,Phlox family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
11682,5311,GLGO,GLGO,Glandularia gooddingii,southwestern mock vervain,Glandularia,Verbenaceae,Verbena family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
6462,5323,GLHE2,GLHE2,Glechoma hederacea,ground ivy,Glechoma,Lamiaceae,Mint family,Perennial,Forb/herb,"L48 (I), AK (I), CAN (I)","KY, N'EAST, NE&GP, WI",Perennial,Forb,Perennial Forb,
11677,5312,GLHY,GLHY,Glandularia ×hybrida,mock vervain,Glandularia,Verbenaceae,Verbena family,Perennial,Forb/herb,L48 (I),,Perennial,Forb,Perennial Forb,
6100,5306,GLIT,GLIT,Gladiolus italicus,Italian gladiolus,Gladiolus,Iridaceae,Iris family,Perennial,Forb/herb,L48 (I),,Perennial,Forb,Perennial Forb,
271,5327,GLLI,GLLI,Glehnia littoralis,American silvertop,Glehnia,Apiaceae,Carrot family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,Perennial,Forb,Perennial Forb,
270,5328,GLLIL,GLLIL,Glehnia littoralis ssp. leiocarpa,American silvertop,Glehnia,Apiaceae,Carrot family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,Perennial,Forb,Perennial Forb,
9748,5317,GLMA,GLMA,Glaux maritima,sea milkwort,Glaux,Primulaceae,Primrose family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N), SPM (N)",,Perennial,Forb,Perennial Forb,
6124,5307,GLTR2,GLTR2,Gladiolus tristis,ever-flowering gladiolus,Gladiolus,Iridaceae,Iris family,Perennial,Forb/herb,L48 (I),,Perennial,Forb,Perennial Forb,
5823,5353,GOCH,GOCH,Gonocarpus chinensis,Chinese raspwort,Gonocarpus,Haloragaceae,Water Milfoil family,Perennial,Forb/herb,"L48 (I), HI (I)",,Perennial,Forb,Perennial Forb,
5826,5354,GOCHV,GOCHV,Gonocarpus chinensis ssp. verrucosus,Chinese raspwort,Gonocarpus,Haloragaceae,Water Milfoil family,Perennial,Forb/herb,"L48 (I), HI (I)",,Perennial,Forb,Perennial Forb,
7715,5358,GOOB2,GOOB2,Goodyera oblongifolia,western rattlesnake plantain,Goodyera,Orchidaceae,Orchid family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,Perennial,Forb,Perennial Forb,
812,5377,GRCAC,GRCAC,Grindelia camporum var. camporum,Great Valley gumweed,Grindelia,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
772,5378,GRFR,GRFR,Grindelia fraxinopratensis,Ash Meadows gumweed,Grindelia,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
756,5380,GRHID2,GRHID2,Grindelia hirsutula var. davyi,hairy gumweed,Grindelia,Asteraceae,Aster family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
755,5381,GRHIH2,GRHIH2,Grindelia hirsutula var. hallii,Hall's gumweed,Grindelia,Asteraceae,Aster family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
751,5384,GRNA,GRNA,Grindelia nana,Idaho gumweed,Grindelia,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
749,5385,GRNAN,GRNAN,Grindelia nana var. nana,Idaho gumweed,Grindelia,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
740,5394,GRSTP2,GRSTP2,Grindelia stricta var. platyphylla,Oregon gumweed,Grindelia,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
105,5400,GUDE,GUDE,Guilleminea densa,small matweed,Guilleminea,Amaranthaceae,Amaranth family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
120,5401,GUDEA,GUDEA,Guilleminea densa var. aggregata,small matweed,Guilleminea,Amaranthaceae,Amaranth family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
5814,5408,GUTI,GUTI,Gunnera tinctoria,Chilean gunnera,Gunnera,Gunneraceae,Gunnera family,Perennial,Forb/herb,L48 (I),,Perennial,Forb,Perennial Forb,
3400,5417,GYPA,GYPA,Gypsophila paniculata,baby's breath,Gypsophila,Caryophyllaceae,Pink family,Perennial,Forb/herb,"L48 (I), CAN (I)","STATE, WSWS",Perennial,Forb,Perennial Forb,
3402,5418,GYSC,GYSC,Gypsophila scorzonerifolia,garden baby's-breath,Gypsophila,Caryophyllaceae,Pink family,Perennial,Forb/herb,"L48 (I), CAN (I)",,Perennial,Forb,Perennial Forb,
6755,5457,HAAL2,HAAL2,Hastingsia alba,white rushlily,Hastingsia,Liliaceae,Lily family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
2441,5420,HAAM,HAAM,Hackelia amethystina,amethyst stickseed,Hackelia,Boraginaceae,Borage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
2413,5421,HABE,HABE,Hackelia bella,greater showy stickseed,Hackelia,Boraginaceae,Borage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
2425,5422,HABR4,HABR4,Hackelia brevicula,Poison Canyon stickseed,Hackelia,Boraginaceae,Borage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
2424,5423,HACA,HACA,Hackelia californica,California stickseed,Hackelia,Boraginaceae,Borage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
2422,5424,HACU,HACU,Hackelia cusickii,Cusick's stickseed,Hackelia,Boraginaceae,Borage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
2419,5425,HAFL2,HAFL2,Hackelia floribunda,manyflower stickseed,Hackelia,Boraginaceae,Borage family,"Biennial, Perennial",Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
2688,5439,HAJA,HAJA,Halimolobos jaegeri,Mojave halimolobos,Halimolobos,Brassicaceae,Mustard family,Perennial,"Forb/herb, Subshrub",L48 (N),,Perennial,Forb,Perennial Forb,
2415,5426,HAMI,HAMI,Hackelia micrantha,Jessica sticktight,Hackelia,Boraginaceae,Borage family,Perennial,Forb/herb,"L48 (N), AK (I?), CAN (N)",,Perennial,Forb,Perennial Forb,
2414,5427,HAMU,HAMU,Hackelia mundula,pink stickseed,Hackelia,Boraginaceae,Borage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
2438,5429,HASE,HASE,Hackelia setosa,bristly stickseed,Hackelia,Boraginaceae,Borage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
6742,5458,HASE3,HASE3,Hastingsia serpentinicola,Klamath rushlily,Hastingsia,Liliaceae,Lily family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
2437,5430,HASH,HASH,Hackelia sharsmithii,Sharsmith's stickseed,Hackelia,Boraginaceae,Borage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
2399,5431,HAVE,HAVE,Hackelia velutina,velvet stickseed,Hackelia,Boraginaceae,Borage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
2695,5440,HAVI3,HAVI3,Halimolobos virgata,rod halimolobos,Halimolobos,Brassicaceae,Mustard family,"Biennial, Perennial",Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
4044,5442,HAWR,HAWR,Halodule wrightii,shoalweed,Halodule,Cymodoceaceae,Manatee-grass family,Perennial,Forb/herb,"L48 (N), PR (N), VI (N)",,Perennial,Forb,Perennial Forb,
10743,5657,HEAB,HEAB,Heuchera abramsii,San Gabriel alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10744,5658,HEAL4,HEAL4,Heuchera alpestris,San Bernardino Mountain alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
2401,5529,HEAM4,HEAM4,Heliotropium amplexicaule,clasping heliotrope,Heliotropium,Boraginaceae,Borage family,Perennial,Forb/herb,"L48 (I), HI (I), PR (I)",,Perennial,Forb,Perennial Forb,
523,5489,HEAU,HEAU,Helenium autumnale,common sneezeweed,Helenium,Asteraceae,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",NE&GP,Perennial,Forb,Perennial Forb,
525,5490,HEAUG,HEAUG,Helenium autumnale var. grandiflorum,fall sneezeweed,Helenium,Asteraceae,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
528,5491,HEAUM,HEAUM,Helenium autumnale var. montanum,mountain sneezeweed,Helenium,Asteraceae,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
539,5492,HEBI,HEBI,Helenium bigelovii,Bigelow's sneezeweed,Helenium,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
610,5493,HEBO2,HEBO2,Helenium bolanderi,coastal sneezeweed,Helenium,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
604,5496,HECA,HECA,Helianthella californica,California helianthella,Helianthella,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
603,5500,HECA2,HECA2,Helianthella castanea,Mt. Diablo helianthella,Helianthella,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10746,5660,HECA36,HECA36,Heuchera caespitosa,tufted alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
611,5507,HECA5,HECA5,Helianthus californicus,California sunflower,Helianthus,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
5907,5579,HECA7,HECA7,Hesperochiron californicus,California hesperochiron,Hesperochiron,Hydrophyllaceae,Waterleaf family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
598,5497,HECAC3,HECAC3,Helianthella californica ssp. californica,California helianthella,Helianthella,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
595,5498,HECAN2,HECAN2,Helianthella californica ssp. nevadensis,Nevada helianthella,Helianthella,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
593,5499,HECAS4,HECAS4,Helianthella californica ssp. shastensis,Shasta helianthella,Helianthella,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10747,5661,HECH,HECH,Heuchera chlorantha,tall alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
621,5508,HECI,HECI,Helianthus ciliaris,Texas blueweed,Helianthus,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),"STATE, SWSS, WSWS",Perennial,Forb,Perennial Forb,
7248,5539,HECO6,HECO6,Hemitomes congestum,coneplant,Hemitomes,Monotropaceae,Indian Pipe family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10769,5662,HECY2,HECY2,Heuchera cylindrica,roundleaf alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10814,5663,HECYA,HECYA,Heuchera cylindrica var. alpina,alpine alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10780,5664,HEDU3,HEDU3,Heuchera duranii,hard alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10795,5665,HEEL2,HEEL2,Heuchera elegans,urnflower alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
2409,5535,HEEU,HEEU,Heliotropium europaeum,European heliotrope,Heliotropium,Boraginaceae,Borage family,Perennial,Forb/herb,L48 (I),,Perennial,Forb,Perennial Forb,
572,5510,HEGR3,HEGR3,Helianthus gracilentus,slender sunflower,Helianthus,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10767,5666,HEHI4,HEHI4,Heuchera hirsutissima,shaggyhair alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
1140,5511,HEMA2,HEMA2,Helianthus maximiliani,Maximilian sunflower,Helianthus,Asteraceae,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
2586,5575,HEMA3,HEMA3,Hesperis matronalis,dames rocket,Hesperis,Brassicaceae,Mustard family,"Biennial, Perennial",Forb/herb,"L48 (I), AK (I), CAN (I)","NE&GP, SEEPPC, STATE, WI",Perennial,Forb,Perennial Forb,
10797,5667,HEMA4,HEMA4,Heuchera maxima,Jill of the rocks,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
317,5558,HEMA80,HEMA80,Heracleum maximum,common cowparsnip,Heracleum,Apiaceae,Carrot family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N), SPM (N)",,Perennial,Forb,Perennial Forb,
10798,5668,HEME2,HEME2,Heuchera merriamii,Merriam's alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10799,5669,HEMI7,HEMI7,Heuchera micrantha,crevice alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10800,5670,HEMID2,HEMID2,Heuchera micrantha var. diversifolia,crevice alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
10801,5671,HEMIE2,HEMIE2,Heuchera micrantha var. erubescens,crevice alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10802,5672,HEMIH,HEMIH,Heuchera micrantha var. hartwegii,Hartweg's alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10815,5674,HEMIM2,HEMIM2,Heuchera micrantha var. micrantha,crevice alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10804,5673,HEMIM4,HEMIM4,Heuchera micrantha var. macropetala,crevice alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
1144,5635,HEMO14,HEMO14,Heterotheca monarchensis,Sequoia false goldenaster,Heterotheca,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
1188,5527,HEMUN,HEMUN,Heliomeris multiflora var. nevadensis,Nevada goldeneye,Heliomeris,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
1183,5515,HENU,HENU,Helianthus nuttallii,Nuttall's sunflower,Helianthus,Asteraceae,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",WSWS,Perennial,Forb,Perennial Forb,
1182,5516,HENUN,HENUN,Helianthus nuttallii ssp. nuttallii,Nuttall's sunflower,Helianthus,Asteraceae,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Perennial,Forb,Perennial Forb,
1181,5517,HENUP,HENUP,Helianthus nuttallii ssp. parishii,Parish's sunflower,Helianthus,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10793,5675,HEPA9,HEPA9,Heuchera parishii,Mill Creek alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10806,5676,HEPI3,HEPI3,Heuchera pilosissima,seaside alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
10807,5677,HEPIH,HEPIH,Heuchera pilosissima var. hemisphaerica,seaside alumroot,Heuchera,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,Perennial,Forb,Perennial Forb,
