Kind Of Sample,Lab No,Cust No,Name,Company,Address 1,Address 2,City,State,Zip,Grower,Field ID,Sample ID,Date Recd,Date Rept,B Depth,E Depth,Past Crop,1:1 Soil pH,WDRF Buffer pH,1:1 S Salts mmho/cm,Excess Lime,Texture No,Organic Matter LOI %,Nitrate-N ppm N,lbs N/A,Bray P-1 ppm P,Olsen P ppm P,Potassium ppm K,Sulfate-S ppm S,Zinc ppm Zn,Iron ppm Fe,Manganese ppm Mn,Copper ppm Cu,Calcium ppm Ca,Magnesium ppm Mg,Sodium ppm Na,Boron ppm B,CEC/Sum of Cations me/100g,%H Sat,%K Sat,%Ca Sat,%Mg Sat,%Na Sat,2N KCl NO3-N ppm N,KCl NH4-N ppm,Aluminum ppm Al,Chloride ppm Cl,Bray P-2 ppm P,Mehlich P-II ppm P,Mehlich P-III ppm P,Salt pH,Salt Buffer pH,WB OM %,Total N ppm,Soil Moisture %,Total P ppm,Total Zn ppm,Nitrite-N ppm,% Sand,% Silt,% Clay,Texture,Paste % Sat,Paste pH,Paste EC mmho/cm,Paste HCO3 ppm,Paste Cl ppm,Paste Ca ppm,Paste Mg ppm,Paste Na ppm,Paste S ppm,Paste SAR,Crop 1,YG 1,Nitrogen Rec,P2O5 Rec,K2O Rec,Sulfur Rec,Zinc Rec,Magnesium Rec,Iron Rec,Manganese Rec,Copper Rec,Boron Rec,Lime Rec,Crop 2,YG 2,Nitrogen Rec,P2O5 Rec,K2O Rec,Sulfur Rec,Zinc Rec,Magnesium Rec,Iron Rec,Manganese Rec,Copper Rec,Boron Rec,Lime Rec,Crop 3,YG 3,Nitrogen Rec,P2O5 Rec,K2O Rec,Sulfur Rec,Zinc Rec,Magnesium Rec,Iron Rec,Manganese Rec,Copper Rec,Boron Rec,Lime Rec,Organic Carbon %,Water Soluble K,Total Carbon %,H2O NO3-N,Total Dry Weight,Total S,PSNT N/A,H2O Ca,Paste CO3 ppm,Phosphorus M3 ICAP ppm P,Potassium M3 ICAP ppm K,Sulfur M3 ICAP ppm S,Zinc M3 ICAP ppm Zn,Iron M3 ICAP ppm Fe,Manganese M3 ICAP ppm Mn,Copper M3 ICAP ppm Cu,Calcium M3 ICAP ppm Ca,Magnesium M3 ICAP ppm Mg,Sodium M3 ICAP ppm Na,Boron M3 ICAP ppm B,1N KCl NO3-N ppm N,KCl NH4-N ppm (Old),2N KCl NO3-N ppm N (Old),2N KCL NO3 Lbs-Acre,Ammonium Lbs-Acre,Aluminium M3 ICAP ppm Al,Organic C H2O ppm,Organic N H2O ppm,Organic C:N H2O,PSNT ppm N,Sikora pH,Sikora Buffer,Bulk Density,2:1 Soil pH,2:1 Soluble Salts,POX-C ppm C,Aggregate Stability 1-2mm %,Aggregate Stability 1-2mm in bulk soil %,Available Water g H2O g-1 soil,Available Water inch H2O inch-1 of soil,Total Available Water inches H2O sample-1,Field Capacity % (wt.),Permanent Wilting Point % (wt.,Total K ppm K,SAR %K Sat,Total C Concentration %,Total C lbs/Acre,Total N Concentration %,Total N lbs/Acre,Total C:N lbs/Acre Ratio,Total P Concentration %,Total P lbs/Acre,Total P2O5 Concentration %,Total P2O5 lbs/Acre,Total K Concentration %,Total K lbs/Acre,Total K2O Concentration %,Total K2O lbs/Acre,Total Ca Concentration %,Total Ca lbs/Acre,Total Mg Concentration %,Total Mg lbs/Acre,Total S Concentration %,Total S lbs/Acre,Total Zn Concentration ppm,Total Zn lbs/Acre,Total Fe Concentration ppm,Total Fe lbs/Acre,Total Mn Concentration ppm,Total Mn lbs/Acre,Total Cu Concentration ppm,Total Cu lbs/Acre,Total B Concentration ppm,Total B lbs/Acre,Total Mo Concentration ppm,Total Mo lbs/Acre,Total Ni ppm Ni,Total As ppm As,Total Cd ppm Cd,Total Pb ppm Pb,Rocks grams,Roots grams,Total Cr ppm Cr,Total Co ppm Co,Total Se ppm Se,Total Mo ppm Mo,H2O NH4-N,Sample Density g/cc,Molybdenum Hot Water ppm Mo,H2O P,Texture By Feel,Comprehensive Bulk Density,H3A K,CO2 Soil Respiration,Rock Volume cm3,Rock Density g/cm3,Ace Protein g/Kg,Water Stable Aggregates (Mod),KCL FIA Bromide ppm Br,Cadmium DTPA ppm Cd,Calcium by Displacement ppm Ca,Sodium by Displacement ppm Na,Magnesium by Displacement ppm,Potassium by Displacement ppm,ESP %,Total N H2O ppm N,H3A Nitrate-N ppm NO3-N,H3A Ammonium-N ppm NH4-N,H3A Phosphate-P ppm PO4-P,H3A Phosphorus ppm P,H3A Sulfur ppm S,H3A Zinc ppm Zn,H3A Iron ppm Fe,H3A Manganese ppm Mn,H3A Copper ppm Cu,H3A Calcium ppm Ca,H3A Magnesium ppm Mg,H3A Sodium ppm Na,H3A Aluminum ppm Al,Cobalt DTPA ppm Co,Soil Health Score,Ammonium Lbs/Acre,NO3-N Lbs/Acre,N.A. me/100g,Organic C : Organic N,Organic Nitrogen ppm N,Inorganic Nitrogen ppm N,Organic Phosphorus ppm P,Microbially Active Carbon (%MA,Organic Nitrogen Release ppm N,Organic Nitrogen Reserve ppm N,Calcium Carbonate %,,,,,
S,607794,25189,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,SS BALE GRAZE,T3-C,06/08/2023,06/12/2023,0,8,All Other Crops,5.8,6,0.17,NONE,2,6.1,4.3,10,,11.4,465,12.7,2.4,284.9,22.5,1,886,434,69,1.2,19.7,52,6,22,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,607795,25189,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,SS BALE GRAZE,T3-I,06/08/2023,06/12/2023,0,8,All Other Crops,5.9,5.9,0.16,NONE,2,7.2,6.6,16,,10.1,569,12.6,3.28,336.4,29.3,1.05,927,401,88,1.34,20.5,52,7,23,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,607796,25189,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,SS BALE GRAZE,T3-S,06/08/2023,06/12/2023,0,8,All Other Crops,5.7,6,0.16,NONE,2,5.6,1.5,4,,7.5,380,11.3,1.81,283.6,23.4,0.91,869,395,74,0.85,19.3,54,5,22,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,607797,25189,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,SS BALE GRAZE,T4-C,06/08/2023,06/12/2023,0,8,All Other Crops,5.8,6,0.17,NONE,2,6.1,1,2,,7.5,412,11.2,2.05,212.9,24.3,0.8,1404,407,78,0.92,22,46,5,32,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,607798,25189,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,SS BALE GRAZE,T4-I,06/08/2023,06/12/2023,0,8,All Other Crops,5.7,5.9,0.17,NONE,2,5.3,0.3,1,,8.6,413,10.1,1.76,253.7,28.7,0.85,786,325,54,0.86,18.6,57,6,21,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,607799,25189,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,SS BALE GRAZE,T4-S,06/08/2023,06/12/2023,0,8,All Other Crops,5.7,6.1,0.15,NONE,2,5.3,0.5,1,,8.8,424,10.8,1.69,277.3,27.7,1.01,796,347,51,0.84,17.7,54,6,23,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,607800,25189,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,SS BALE GRAZE,T5-C,06/08/2023,06/12/2023,0,8,All Other Crops,5.8,6.1,0.15,NONE,2,4.7,0.8,2,,6.7,258,9.8,1.27,157.8,23.1,0.8,764,375,45,0.73,16.6,53,4,23,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,607801,25189,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,SS BALE GRAZE,T5-I,06/08/2023,06/12/2023,0,8,All Other Crops,5.7,6,0.14,NONE,2,4.7,0.1,0,,6.6,350,10,1.91,201.9,35.6,1.25,813,355,58,0.75,17.8,54,5,23,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,607802,25189,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,SS BALE GRAZE,T5-S,06/08/2023,06/12/2023,0,8,All Other Crops,5.7,6,0.14,NONE,2,4.5,0.6,2,,6.4,299,8.9,1.6,157.8,21.6,1.03,820,347,48,0.69,18.2,56,4,23,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/21/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C1-C,07/15/2024,07/17/2024,0,8,All Other Crops,5.2,,5.9,0.11,NONE,,5.6,,,,,9.9,251,9.2,2.05,229,8.6,0.37,860,437,58,,19.8,55,3,22,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,,3.152,0.98,,,,,,,,,,,,,,,,,,,,,,,221,10.7,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,149,,,,92,,,,,,,,13.3,,,,,,,,,,,,,,,19.06,,,,,,,,67.5,10.7,0,,,
S,05/11/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C1-I,07/15/2024,07/17/2024,0,8,All Other Crops,5.2,,6,0.09,NONE,1,6.1,,1.5,4,,7,266,8.2,2.35,205.9,8.5,0.36,887,439,55,,19.3,53,4,23,,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.409,,3.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/12/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C1-S,07/15/2024,07/17/2024,0,8,All Other Crops,5.2,,5.8,0.11,NONE,1,5.8,,0.8,2,,6.8,283,10.4,1.88,208.8,9,0.4,836,432,53,,20.5,57,4,20,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.151,,3.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/22/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C2-C,07/15/2024,07/17/2024,0,8,All Other Crops,5.1,,5.8,0.11,NONE,,4.9,,,,,6.9,176,7.5,2.33,229.9,6.7,0.37,817,388,49,,19.8,60,2,21,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,,2.85,0.75,,,,,,,,,,,,,,,,,,,,,,,181,11.4,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 0.1,,,,,,,75,,,,88,,,,,,,,12.2,,,,,,,,,,,,,,,12.64,,,,,,,,41.5,11.4,0,,,
S,05/13/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C2-I,07/15/2024,07/17/2024,0,8,All Other Crops,5.4,,6.2,0.1,NONE,1,5.8,,1.8,4,,6.8,211,9.1,3.75,242.6,9.7,0.41,938,407,53,,16.9,48,3,28,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.091,,3.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/14/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C2-S,07/15/2024,07/17/2024,0,8,All Other Crops,5.2,,5.9,0.1,NONE,1,5.5,,1.9,4,,7.2,211,8.4,2.29,240.2,8.5,0.42,854,399,60,,19.7,57,3,22,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.012,,3.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/23/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C3-C,07/15/2024,07/17/2024,0,8,All Other Crops,5.3,,6.1,0.15,NONE,,4.5,,,,,7.3,222,8.4,1.56,206.7,8.7,0.48,852,368,55,,17.4,53,3,24,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.483,,2.485,0.41,,,,,,,,,,,,,,,,,,,,,,,182,10.4,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,42,,,,93,,,,,,,,12.8,,,,,,,,,,,,,,,9.43,,,,,,,,23.1,9.6,0.8,,,
S,05/15/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C3-I,07/15/2024,07/17/2024,0,8,All Other Crops,5.3,,6,0.11,NONE,1,5.3,,0.7,2,,6.1,223,11.1,1.83,196.4,10.8,0.43,838,354,48,,17.8,56,3,23,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.794,,2.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/16/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C3-S,07/15/2024,07/17/2024,0,8,All Other Crops,5.2,,5.9,0.1,NONE,1,4.8,,1,2,,6.6,252,10.2,1.63,194.8,11.7,0.44,773,364,51,,18.8,59,3,21,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.615,,2.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/24/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C4-C,07/15/2024,07/17/2024,0,8,All Other Crops,5.2,,6,0.17,NONE,,5.5,,,,,7.2,248,8.4,1.72,208.3,11.6,0.47,797,339,45,,17.5,56,4,23,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.438,,3.439,0.09,,,,,,,,,,,,,,,,,,,,,,,231,12.9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,129,,,,96,,,,,,,,13.4,,,,,,,,,,,,,,,18.11,,,,,,,,55.7,12.9,0,,,
S,05/17/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C4-I,07/15/2024,07/17/2024,0,8,All Other Crops,5.3,,6.1,0.09,NONE,1,5.2,,0.1,0,,6.6,226,7.9,1.66,212.8,12,0.45,864,427,45,,17.4,50,3,25,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.839,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/18/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C4-S,07/15/2024,07/17/2024,0,8,All Other Crops,5.2,,5.9,0.11,NONE,1,5.2,,0.8,2,,7.5,280,10.4,1.96,149.8,14,0.42,807,364,38,,18.8,58,4,21,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.826,,2.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/25/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C5-C,07/15/2024,07/17/2024,0,8,All Other Crops,5.3,,6.2,0.13,NONE,,4.2,,,,,7.2,211,10.1,1.17,135.4,8.8,0.42,786,429,48,,16,48,3,25,,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.236,,2.237,0.19,,,,,,,,,,,,,,,,,,,,,,,166,8.6,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,72,,,,95,,,,,,,,9.5,,,,,,,,,,,,,,,11.81,,,,,,,,43.4,8.6,0,,,
S,05/19/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C5-I,07/15/2024,07/17/2024,0,8,All Other Crops,5.3,,6.1,0.1,NONE,1,4.8,,0.2,0,,6.7,211,8,1.32,141.1,9.8,0.47,823,463,49,,18.2,52,3,23,,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.543,,2.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/20/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,C5-S,07/15/2024,07/17/2024,0,8,All Other Crops,5.1,5.2,5.9,0.11,NONE,1,5,5.21,2.3,5,,6.7,280,9.9,1.62,182.7,12.8,0.45,848,432,45,,19.5,55,4,21,22.8,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.668,,2.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/26/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T1-C,07/15/2024,07/17/2024,0,8,All Other Crops,5.2,,5.8,0.16,NONE,,5.7,,,,,8.2,336,11.2,1.62,170.3,7.2,0.3,782,390,48,,19.7,58,4,20,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.482,,3.484,0.61,,,,,,,,,,,,,,,,,,,,,,,220,13.4,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,59,,,,94,,,,,,,,15.2,,,,,,,,,,,,,,,12.17,,,,,,,,26.8,13.4,0,,,
S,05/01/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T1-I,07/15/2024,07/17/2024,0,8,All Other Crops,5.5,,5.9,0.13,NONE,1,6.2,,5.9,14,,7.8,415,11.9,1.91,204.6,6.7,0.3,853,427,61,,19.8,54,5,22,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.447,,3.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/02/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T1-S,07/15/2024,07/17/2024,0,8,All Other Crops,5.3,,5.8,0.13,NONE,1,5.8,,1.6,4,,7.3,347,9.5,1.69,151.1,5.9,0.29,906,463,53,,22,57,4,20,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.511,,3.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/27/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T2-C,07/15/2024,07/17/2024,0,8,All Other Crops,5.2,,5.9,0.15,NONE,,5.7,,,,,9.1,330,14.4,2.45,208.8,16.5,0.34,847,362,46,,18.9,56,4,22,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.363,,3.364,0.43,,,,,,,,,,,,,,,,,,,,,,,263,17.1,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,130,,,,96,,,,,,,,20.7,,,,,,,,,,,,,,,19.24,,,,,,,,49.4,17.1,0,,,
