"Study Area","Transect Name","Point Id","Event Date","Vegetation Type","USDA Code","Percent Cover","Height"
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,ESCA2,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,FRVE,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,HEMA80,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,IRDO,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,LOCO6,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,LOPEM2,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,MAFA3,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,NAPU4,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,PHAQ,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,trees,PIRA2,1,5
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,PSEUD43,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,shrubs,PSME,1,200
SMA-11-01,TOKA,TOKA-115,2018-06-01,trees,PSME,4,7
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,PTAQ,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,shrubs,RUUR,15,50
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,SACR2,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,shrubs,TODI,8,50
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,TRAN6,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,URDI,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,VISA,,
SMA-11-01,TOKA,TOKA-115,2018-06-01,grassesAndForbs,WYHE,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,ACMI2,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,shrubs,BAPI,1,30
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,BRCA5,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,CIVU,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,COAR4,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,COMA2,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,ELGL,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,HOMU,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,LOCO6,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,MADIA,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,MAEX,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,MAFA3,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,PHAQ,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,RUAC3,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,shrubs,RUUR,8,20
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,SCAR7,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,SIBE,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,SIMA3,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,shrubs,TODI,1,20
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,TRDU2,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,TRIN3,,
SMA-11-01,TOKA,TOKA-117,2022-05-26,grassesAndForbs,VELA,,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,ACMI2,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,shrubs,BAPI,35,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,BETR,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,BRCA6,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,BRMI2,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,CETE9,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,CIVU,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,shrubs,DIAU,1,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,ELGL,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,shrubs,FRCA12,1,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,GAPH2,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,GEDI,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,LIUS,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,LOCO6,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,MASA,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,PHAQ,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,trees,PSME,1,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,RUAC3,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,RUPU3,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,shrubs,RUUR,30,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,SCCA2,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,SIBE,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,SIMA3,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,SYCH4,0,
SMA-11-01,TOKA,TOKA-119,2016-06-15,shrubs,TODI,20,
SMA-11-01,TOKA,TOKA-119,2016-06-15,grassesAndForbs,VICIA,0,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,RUMEX,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,ACMI2,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,AMBE3,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,ARDO3,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,AVBA,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,shrubs,BAPI,35,150
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,BETR,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,BRCA6,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,BRHO2,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,BRRA,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,CAOV4,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,CIVU,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,COAR4,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,DACA3,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,shrubs,DIAU,1,75
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,ESCA2,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,GAPH2,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,GEDI,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,shrubs,HEMA22,1,100
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,HYRA3,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,JUPA2,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,LIBI5,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,LOCO6,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,LOPEM2,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,NALE2,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,PIEC,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,trees,PIRA2,1,2
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,PLLA,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,PSEUD43,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,trees,PSME,2,12
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,PSRA5,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,shrubs,QUAG,1,50
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,RUAC3,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,shrubs,RUUR,7,50
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,SCCA2,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,SIBE,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,SOAS,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,SYCH4,,
SMA-11-01,TOKA,TOKA-119,2018-04-23,shrubs,TODI,15,50
SMA-11-01,TOKA,TOKA-119,2018-04-23,grassesAndForbs,VITE,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,JUNCU,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,ANAR,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,ANCO2,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,shrubs,BAPI,10,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,BRASS2,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,BRDI3,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,CAPU18,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,CAPY2,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,CIVU,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,COAR4,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,COMA2,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,DAGL,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,ERODI,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,ESCA2,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,GEDI,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,LASE,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,LOCO6,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,MASA,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,PAVI3,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,PLLA,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,shrubs,QUAG,1,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,RUPU3,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,shrubs,RUUR,5,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,SIMA3,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,SYCH4,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,TARAX,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,shrubs,TODI,3,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,TRDU2,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,VELA,,
SMA-11-01,TOKA,TOKA-126,2016-06-14,grassesAndForbs,VICIA,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,RUMEX,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,ACMI2,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,ANAR,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,ANCO2,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,shrubs,BAPI,5,150
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,BETR,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,CEME2,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,ERCI6,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,ERMO7,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,ESCA2,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,HOMA2,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,MADI6,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,MASA,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,MEPO3,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,PHAQ,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,trees,QUAG,1,3
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,SHAR2,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,SIBE,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,shrubs,TODI,2,75
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,TRAN6,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,TRDU2,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,TRSU3,,
SMA-11-01,TOKA,TOKA-126,2018-05-16,grassesAndForbs,VIVI,,
SMA-11-01,TOKA,TOKA-126,2021-04-23,grassesAndForbs,JUNCU,,
SMA-11-01,TOKA,TOKA-126,2021-04-23,shrubs,BAPI,20,150
SMA-11-01,TOKA,TOKA-126,2021-04-23,grassesAndForbs,CALYS,,
SMA-11-01,TOKA,TOKA-126,2021-04-23,grassesAndForbs,CAOV4,,
SMA-11-01,TOKA,TOKA-126,2021-04-23,grassesAndForbs,COAR4,,
SMA-11-01,TOKA,TOKA-126,2021-04-23,shrubs,COTON,1,150
SMA-11-01,TOKA,TOKA-126,2021-04-23,grassesAndForbs,LIBI5,,
SMA-11-01,TOKA,TOKA-126,2021-04-23,trees,QUAG,10,5
SMA-11-01,TOKA,TOKA-126,2021-04-23,grassesAndForbs,SACR2,,
SMA-11-01,TOKA,TOKA-126,2021-04-23,grassesAndForbs,SIBE,,
SMA-11-01,TOKA,TOKA-126,2021-04-23,grassesAndForbs,SOSE2,,
SMA-11-01,TOKA,TOKA-126,2021-04-23,grassesAndForbs,SYCH4,,
SMA-11-01,TOKA,TOKA-126,2021-04-23,shrubs,TODI,10,100
SMA-11-01,TOKA,TOKA-126,2021-04-23,grassesAndForbs,TORIL,,
SMA-11-01,TOKA,TOKA-126,2024-05-21,grassesAndForbs,RUMEX,,
SMA-11-01,TOKA,TOKA-126,2024-05-21,shrubs,BAPI,5,150
SMA-11-01,TOKA,TOKA-126,2024-05-21,grassesAndForbs,CAPY2,,
SMA-11-01,TOKA,TOKA-126,2024-05-21,grassesAndForbs,COAR4,,
SMA-11-01,TOKA,TOKA-126,2024-05-21,grassesAndForbs,DAGL,,
SMA-11-01,TOKA,TOKA-126,2024-05-21,grassesAndForbs,HOMU,,
SMA-11-01,TOKA,TOKA-126,2024-05-21,trees,QUAG,4,5
SMA-11-01,TOKA,TOKA-126,2024-05-21,shrubs,RUUR,1,100
SMA-11-01,TOKA,TOKA-126,2024-05-21,grassesAndForbs,SIBE,,
SMA-11-01,TOKA,TOKA-126,2024-05-21,shrubs,TODI,2,100
SMA-11-01,TOKA,TOKA-126,2024-05-21,grassesAndForbs,TRDU2,,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,AGROS2,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,AICA,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,shrubs,BAPI,1,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,BRCA5,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,CIVU,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,COMA2,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,DAGL,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,GEDI,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,IRDO,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,LIUS,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,PIEC,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,PSCA13,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,PTAQ,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,RUAC3,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,RUPU3,,
SMA-11-01,TOKA,TOKA-129,2016-05-24,shrubs,RUUR,6,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,SIBE,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,shrubs,TODI,2,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,TRAN6,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,TRDU2,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,TRIFO,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,VELA,0,
SMA-11-01,TOKA,TOKA-129,2016-05-24,grassesAndForbs,VICIA,0,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,AVBA,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,AVSA,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,shrubs,BAPI,2,50
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,BRDI3,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,BRMI2,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,CASU4,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,CASU6,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,CYER,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,DACA3,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,EQAR,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,HOVU,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,RUAC3,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,RUCR,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,shrubs,RUUR,5,50
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,SCMI2,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,SIBE,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,SOAS,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,shrubs,TODI,3,75
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,TRAN6,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,TRDU2,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,VISA,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,VIVI,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,VUBR,,
SMA-11-01,TOKA,TOKA-129,2018-05-15,grassesAndForbs,WYHE,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,shrubs,BAPI,10,100
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,BRCA5,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,CAOV4,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,COMA2,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,HYRA3,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,LOPEM2,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,PHAQ,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,PLER3,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,PLLA,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,shrubs,QUAG,1,25
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,RUAC3,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,RUCR,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,shrubs,RUUR,10,50
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,SYCH4,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,shrubs,TODI,1,100
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,TRAN6,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,TRSU3,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,VIVI,,
SMA-11-01,TOKA,TOKA-129,2021-05-28,grassesAndForbs,WYGL,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,RUMEX,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,AICA,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,ANAR,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,shrubs,BAPI,10,160
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,BRCA5,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,BRDI3,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,BRHO2,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,BRMI2,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,CIVU,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,COMA2,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,CYEC,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,GEDI,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,HYRA3,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,LEVU,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,LIBI5,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,LOCO6,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,MYDI,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,PAVI3,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,PIEC,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,RUAC3,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,shrubs,RUUR,10,15
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,SIBE,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,shrubs,TODI,2,175
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,TRAN6,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,TRDU2,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,VEAM2,,
SMA-11-01,TOKA,TOKA-129,2024-06-21,grassesAndForbs,VITE,,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,JUNCU,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,shrubs,BAPI,50,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,BETR,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,CEME2,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,CETE9,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,CIVU,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,CLDO2,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,COMA2,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,COSE4,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,DAGL,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,shrubs,DIAU,5,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,ELGL,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,ESCA2,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,LOCO6,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,MASA,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,PHAQ,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,RUPU3,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,shrubs,RUUR,35,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,SONCH,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,shrubs,TODI,45,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,VELA,0,
SMA-11-01,TOKA,TOKA-135,2016-06-27,grassesAndForbs,VICIA,0,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,RUMEX,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,ANAR,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,shrubs,ARCA11,1,50
SMA-11-01,TOKA,TOKA-135,2018-04-25,shrubs,BAPI,60,200
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,BRDI3,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,CAPY2,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,COMA2,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,COSE4,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,CRVET,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,DACA3,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,shrubs,DIAU,1,100
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,GEDI,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,JUPA2,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,LOCO6,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,LOHU2,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,MAFA3,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,OXALP,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,PHAQ,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,PSEUD43,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,PTAQ,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,grassesAndForbs,RUAC3,,
SMA-11-01,TOKA,TOKA-135,2018-04-25,shrubs,RUUR,15,50
